Product_id,SupplierID,Category,SubCategory,Brand,Product_Name,SellingPrice,CostPrice,Profit,LaunchDate,IsActive
P04316,SUP0052,Grocery,Beverages,7UP,7UP Beverages Standard,1795,1603.55,191.45,2024-11-16,Yes
P04317,SUP0079,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Standard,730,641.07,88.93,2023-04-01,Yes
P04318,SUP0051,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Standard,1157,1033.62,123.38,2020-06-13,Yes
P04319,SUP0027,Electronics,Televisions,LG,LG Televisions Standard,34932,29836.73,5095.27,2024-10-07,Yes
P04320,SUP0068,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,673,590.65,82.35,2026-07-24,Yes
P04321,SUP0013,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,1725,1546.11,178.89,2019-05-09,Yes
P04322,SUP0002,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Max,1898,807.88,1090.12,2019-03-24,Yes
P04323,SUP0049,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Standard,9516,4585.65,4930.35,2018-12-08,Yes
P04324,SUP0066,Fashion,Men's Wear,Levi's,Levi's Men's Wear Elite,12463,7685.74,4777.26,2023-03-19,Yes
P04325,SUP0071,Fashion,Women's Wear,Zara,Zara Women's Wear Elite,4836,2672.12,2163.88,2019-05-19,Yes
P04326,SUP0020,Electronics,Televisions,Panasonic,Panasonic Televisions Plus,109000,88391.72,20608.28,2019-07-09,Yes
P04327,SUP0066,Fashion,Men's Wear,US Polo,US Polo Men's Wear Elite,3706,2567.88,1138.12,2022-12-26,Yes
P04328,SUP0002,Fashion,Women's Wear,Biba,Biba Women's Wear Pro,11701,6728.16,4972.84,2022-03-08,Yes
P04329,SUP0064,Fashion,Footwear,Nike,Nike Footwear Max,7792,4717.22,3074.78,2025-11-29,Yes
P04330,SUP0026,Electronics,Televisions,TCL,TCL Televisions Max,176655,143900.04,32754.96,2024-12-30,Yes
P04331,SUP0042,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,114237,96835.08,17401.92,2025-08-19,Yes
P04332,SUP0020,Electronics,Televisions,TCL,TCL Televisions Elite,12336,10450.48,1885.52,2022-08-24,Yes
P04333,SUP0012,Electronics,Televisions,Samsung,Samsung Televisions Pro,25986,22479.79,3506.21,2019-06-11,Yes
P04334,SUP0036,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,782,706.51,75.49,2019-10-27,Yes
P04335,SUP0016,Fashion,Women's Wear,W,W Women's Wear Max,3251,1969.9,1281.1,2026-06-14,Yes
P04336,SUP0009,Electronics,Televisions,TCL,TCL Televisions Pro,179180,156789.99,22390.01,2021-12-26,Yes
P04337,SUP0077,Electronics,Laptops,Asus,Asus Laptops Premium,107703,86294.27,21408.73,2020-04-24,Yes
P04338,SUP0014,Grocery,Beverages,Fanta,Fanta Beverages Standard,549,471.38,77.62,2026-03-31,Yes
P04339,SUP0063,Grocery,Rice,Fortune,Fortune Rice Elite,1153,1006.0,147.0,2021-12-04,Yes
P04340,SUP0047,Electronics,Laptops,Acer,Acer Laptops Pro,126534,109520.53,17013.47,2021-09-07,Yes
P04341,SUP0014,Grocery,Beverages,Pepsi,Pepsi Beverages Plus,390,340.6,49.4,2021-10-09,Yes
P04342,SUP0023,Grocery,Beverages,7UP,7UP Beverages Pro,790,741.71,48.29,2025-06-11,Yes
P04343,SUP0028,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Elite,1196,1046.23,149.77,2021-10-30,Yes
P04344,SUP0045,Fashion,Women's Wear,Biba,Biba Women's Wear Premium,4566,3048.62,1517.38,2025-03-02,Yes
P04345,SUP0055,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Standard,4657,2176.38,2480.62,2021-03-14,Yes
P04346,SUP0065,Grocery,Beverages,Fanta,Fanta Beverages Standard,482,437.71,44.29,2025-05-06,Yes
P04347,SUP0017,Electronics,Laptops,Lenovo,Lenovo Laptops Elite,21196,18268.98,2927.02,2026-04-30,Yes
P04348,SUP0008,Electronics,Laptops,Asus,Asus Laptops Plus,155666,136676.62,18989.38,2025-10-26,Yes
P04349,SUP0010,Grocery,Rice,Fortune,Fortune Rice Standard,1518,1361.43,156.57,2020-03-13,Yes
P04350,SUP0012,Electronics,Laptops,Acer,Acer Laptops Plus,21521,18367.39,3153.61,2022-03-12,Yes
P04351,SUP0013,Grocery,Beverages,7UP,7UP Beverages Plus,371,315.94,55.06,2022-08-07,Yes
P04352,SUP0073,Electronics,Laptops,Lenovo,Lenovo Laptops Elite,153768,128628.82,25139.18,2019-10-10,Yes
P04353,SUP0024,Grocery,Beverages,Pepsi,Pepsi Beverages Elite,632,591.58,40.42,2022-09-13,Yes
P04354,SUP0027,Electronics,Smartphones,OnePlus,OnePlus Smartphones Standard,143811,128451.11,15359.89,2026-02-22,Yes
P04355,SUP0052,Grocery,Beverages,Fanta,Fanta Beverages Max,759,662.17,96.83,2025-07-23,Yes
P04356,SUP0011,Grocery,Rice,Fortune,Fortune Rice Plus,1584,1421.96,162.04,2021-06-25,Yes
P04357,SUP0057,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,14481,6745.45,7735.55,2024-11-15,Yes
P04358,SUP0047,Electronics,Televisions,Samsung,Samsung Televisions Plus,111608,95562.64,16045.36,2021-01-07,Yes
P04359,SUP0080,Grocery,Rice,Daawat,Daawat Rice Premium,352,306.37,45.63,2020-06-18,Yes
P04360,SUP0017,Electronics,Smartphones,OnePlus,OnePlus Smartphones Pro,159500,139986.01,19513.99,2019-04-12,Yes
P04361,SUP0072,Electronics,Televisions,LG,LG Televisions Standard,174773,141778.28,32994.72,2022-12-17,Yes
P04362,SUP0016,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Elite,7478,4163.48,3314.52,2025-10-01,Yes
P04363,SUP0008,Electronics,Smartphones,Apple,Apple Smartphones Standard,66356,57900.46,8455.54,2019-11-21,Yes
P04364,SUP0078,Electronics,Laptops,Dell,Dell Laptops Elite,193598,158668.21,34929.79,2024-05-19,Yes
P04365,SUP0039,Fashion,Women's Wear,W,W Women's Wear Max,6320,3056.78,3263.22,2026-03-14,Yes
P04366,SUP0061,Electronics,Televisions,LG,LG Televisions Max,93561,79487.65,14073.35,2020-03-31,Yes
P04367,SUP0064,Fashion,Footwear,Adidas,Adidas Footwear Pro,5802,2526.29,3275.71,2021-11-08,Yes
P04368,SUP0053,Fashion,Footwear,Puma,Puma Footwear Premium,14349,9973.76,4375.24,2023-12-02,Yes
P04369,SUP0021,Fashion,Footwear,Bata,Bata Footwear Standard,6072,4213.32,1858.68,2025-11-28,Yes
P04370,SUP0021,Fashion,Footwear,Nike,Nike Footwear Premium,13811,7971.98,5839.02,2023-06-07,No
P04371,SUP0029,Electronics,Smartphones,Apple,Apple Smartphones Standard,119254,99228.31,20025.69,2023-10-15,Yes
P04372,SUP0003,Electronics,Smartphones,Google,Google Smartphones Elite,146821,117718.81,29102.19,2025-05-23,Yes
P04373,SUP0006,Electronics,Laptops,Acer,Acer Laptops Premium,169663,150460.37,19202.63,2021-10-16,Yes
P04374,SUP0073,Electronics,Televisions,LG,LG Televisions Max,62254,51100.29,11153.71,2026-01-19,Yes
P04375,SUP0050,Electronics,Laptops,Dell,Dell Laptops Standard,170626,143510.87,27115.13,2022-11-29,Yes
P04376,SUP0065,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,1263,1088.8,174.2,2020-02-27,Yes
P04377,SUP0061,Electronics,Smartphones,Samsung,Samsung Smartphones Premium,186419,149502.34,36916.66,2018-11-28,Yes
P04378,SUP0073,Electronics,Smartphones,Google,Google Smartphones Elite,76691,67782.34,8908.66,2025-01-25,Yes
P04379,SUP0042,Electronics,Laptops,Dell,Dell Laptops Elite,189884,153675.81,36208.19,2026-03-18,Yes
P04380,SUP0048,Electronics,Laptops,Asus,Asus Laptops Pro,91181,78225.77,12955.23,2020-09-08,Yes
P04381,SUP0011,Grocery,Beverages,Sprite,Sprite Beverages Pro,1897,1695.07,201.93,2023-02-11,Yes
P04382,SUP0062,Electronics,Televisions,Panasonic,Panasonic Televisions Elite,67404,60051.1,7352.9,2022-04-09,Yes
P04383,SUP0029,Electronics,Televisions,TCL,TCL Televisions Premium,147240,121066.86,26173.14,2024-05-12,Yes
P04384,SUP0024,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Elite,1295,1227.93,67.07,2024-08-27,Yes
P04385,SUP0065,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Standard,127,115.31,11.69,2021-11-22,Yes
P04386,SUP0059,Fashion,Women's Wear,Zara,Zara Women's Wear Pro,3638,2216.56,1421.44,2020-01-20,Yes
P04387,SUP0027,Electronics,Laptops,Lenovo,Lenovo Laptops Pro,26960,22776.39,4183.61,2019-09-17,Yes
P04388,SUP0080,Grocery,Rice,Fortune,Fortune Rice Premium,997,923.49,73.51,2022-05-19,Yes
P04389,SUP0022,Fashion,Footwear,Nike,Nike Footwear Premium,8530,4174.99,4355.01,2022-01-20,Yes
P04390,SUP0046,Grocery,Rice,Daawat,Daawat Rice Pro,1973,1763.37,209.63,2025-06-23,Yes
P04391,SUP0025,Electronics,Smartphones,OnePlus,OnePlus Smartphones Max,42667,34612.4,8054.6,2019-10-16,Yes
P04392,SUP0029,Electronics,Laptops,Lenovo,Lenovo Laptops Standard,101119,85428.67,15690.33,2019-07-18,Yes
P04393,SUP0050,Electronics,Laptops,Dell,Dell Laptops Pro,107255,89502.2,17752.8,2022-01-27,Yes
P04394,SUP0068,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Pro,878,804.39,73.61,2021-07-23,Yes
P04395,SUP0043,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Max,163,144.15,18.85,2022-05-24,Yes
P04396,SUP0020,Electronics,Smartphones,OnePlus,OnePlus Smartphones Premium,82638,70074.76,12563.24,2023-01-20,Yes
P04397,SUP0047,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,196019,166455.44,29563.56,2022-02-05,Yes
P04398,SUP0061,Electronics,Televisions,Sony,Sony Televisions Pro,69398,56760.48,12637.52,2025-11-29,Yes
P04399,SUP0024,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Elite,470,428.07,41.93,2019-06-03,Yes
P04400,SUP0003,Electronics,Laptops,HP,HP Laptops Standard,20399,16923.98,3475.02,2020-06-25,Yes
P04401,SUP0071,Fashion,Footwear,Bata,Bata Footwear Pro,13310,7539.97,5770.03,2022-04-03,Yes
P04402,SUP0042,Electronics,Laptops,Asus,Asus Laptops Max,42297,35873.87,6423.13,2020-04-12,Yes
P04403,SUP0047,Electronics,Smartphones,OnePlus,OnePlus Smartphones Pro,193147,159446.76,33700.24,2025-12-01,Yes
P04404,SUP0068,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,176,161.23,14.77,2021-08-09,Yes
P04405,SUP0018,Fashion,Footwear,Bata,Bata Footwear Plus,11723,6236.97,5486.03,2022-07-03,Yes
P04406,SUP0036,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Elite,616,540.92,75.08,2018-08-12,Yes
P04407,SUP0060,Electronics,Smartphones,OnePlus,OnePlus Smartphones Premium,140330,124772.51,15557.49,2019-12-14,Yes
P04408,SUP0058,Fashion,Women's Wear,Biba,Biba Women's Wear Standard,4909,3384.6,1524.4,2019-04-03,Yes
P04409,SUP0039,Fashion,Women's Wear,W,W Women's Wear Pro,12503,5327.91,7175.09,2023-01-18,Yes
P04410,SUP0040,Fashion,Men's Wear,Levi's,Levi's Men's Wear Premium,12395,5280.71,7114.29,2022-11-27,Yes
P04411,SUP0023,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Plus,960,847.11,112.89,2026-02-14,Yes
P04412,SUP0057,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Standard,2094,954.82,1139.18,2020-12-27,Yes
P04413,SUP0041,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Plus,11938,7056.08,4881.92,2025-09-15,Yes
P04414,SUP0062,Electronics,Televisions,Samsung,Samsung Televisions Pro,105665,93778.52,11886.48,2021-08-31,Yes
P04415,SUP0014,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Premium,316,274.59,41.41,2024-07-30,Yes
P04416,SUP0003,Electronics,Televisions,Samsung,Samsung Televisions Elite,79040,68592.6,10447.4,2025-10-08,Yes
P04417,SUP0013,Grocery,Rice,India Gate,India Gate Rice Elite,782,725.37,56.63,2021-07-23,Yes
P04418,SUP0072,Electronics,Smartphones,OnePlus,OnePlus Smartphones Elite,196531,158979.77,37551.23,2020-12-16,Yes
P04419,SUP0016,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Max,9562,4781.22,4780.78,2020-01-28,Yes
P04420,SUP0071,Fashion,Footwear,Adidas,Adidas Footwear Premium,4141,1826.71,2314.29,2019-12-22,Yes
P04421,SUP0009,Electronics,Laptops,Lenovo,Lenovo Laptops Premium,117356,104464.39,12891.61,2026-06-24,Yes
P04422,SUP0059,Fashion,Women's Wear,Biba,Biba Women's Wear Elite,14958,6342.15,8615.85,2025-05-08,Yes
P04423,SUP0031,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,1049,939.16,109.84,2019-04-24,Yes
P04424,SUP0068,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,561,500.64,60.36,2019-03-15,Yes
P04425,SUP0049,Fashion,Women's Wear,H&M,H&M Women's Wear Standard,4881,2385.13,2495.87,2021-05-15,Yes
P04426,SUP0008,Electronics,Televisions,Samsung,Samsung Televisions Standard,108639,90955.59,17683.41,2023-02-25,Yes
P04427,SUP0069,Fashion,Women's Wear,Zara,Zara Women's Wear Pro,7589,4149.09,3439.91,2026-06-19,Yes
P04428,SUP0007,Grocery,Rice,Fortune,Fortune Rice Standard,125,109.43,15.57,2022-03-31,Yes
P04429,SUP0030,Electronics,Televisions,Sony,Sony Televisions Elite,74442,60428.75,14013.25,2026-04-09,Yes
P04430,SUP0066,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,1276,866.66,409.34,2019-05-28,Yes
P04431,SUP0039,Fashion,Footwear,Nike,Nike Footwear Pro,4328,2978.2,1349.8,2020-06-26,Yes
P04432,SUP0079,Grocery,Beverages,Pepsi,Pepsi Beverages Premium,305,269.96,35.04,2022-04-30,Yes
P04433,SUP0015,Grocery,Rice,India Gate,India Gate Rice Pro,1933,1834.0,99.0,2023-06-29,Yes
P04434,SUP0016,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Plus,3132,2020.2,1111.8,2022-08-25,No
P04435,SUP0014,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,1123,1049.12,73.88,2024-04-13,Yes
P04436,SUP0040,Fashion,Footwear,Puma,Puma Footwear Premium,12934,5669.35,7264.65,2019-10-25,Yes
P04437,SUP0069,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Elite,13116,5682.44,7433.56,2025-10-22,Yes
P04438,SUP0058,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Pro,9238,5848.94,3389.06,2021-01-27,Yes
P04439,SUP0039,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Standard,5268,2145.41,3122.59,2022-11-11,Yes
P04440,SUP0078,Electronics,Televisions,LG,LG Televisions Max,187021,166319.71,20701.29,2023-10-15,Yes
P04441,SUP0013,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,130,119.65,10.35,2020-11-03,Yes
P04442,SUP0025,Electronics,Laptops,Acer,Acer Laptops Plus,150406,131927.87,18478.13,2025-02-07,Yes
P04443,SUP0079,Grocery,Beverages,Sprite,Sprite Beverages Pro,1743,1538.75,204.25,2020-08-13,Yes
P04444,SUP0027,Electronics,Televisions,TCL,TCL Televisions Standard,139383,123894.32,15488.68,2024-07-23,Yes
P04445,SUP0062,Electronics,Smartphones,OnePlus,OnePlus Smartphones Premium,108029,95914.97,12114.03,2025-11-01,Yes
P04446,SUP0008,Electronics,Televisions,LG,LG Televisions Premium,15611,12552.3,3058.7,2024-11-25,Yes
P04447,SUP0036,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Max,743,696.3,46.7,2025-03-19,Yes
P04448,SUP0016,Fashion,Men's Wear,US Polo,US Polo Men's Wear Standard,6831,2790.46,4040.54,2022-04-12,Yes
P04449,SUP0021,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Elite,12134,6517.11,5616.89,2024-08-06,Yes
P04450,SUP0024,Grocery,Rice,Fortune,Fortune Rice Premium,1606,1475.03,130.97,2019-01-07,Yes
P04451,SUP0045,Fashion,Women's Wear,Zara,Zara Women's Wear Pro,1276,794.18,481.82,2025-10-01,Yes
P04452,SUP0007,Grocery,Rice,Daawat,Daawat Rice Pro,1575,1398.76,176.24,2018-11-16,Yes
P04453,SUP0046,Grocery,Rice,Daawat,Daawat Rice Elite,194,166.64,27.36,2019-03-17,No
P04454,SUP0058,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,9257,5417.01,3839.99,2019-05-03,Yes
P04455,SUP0040,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Elite,8566,4677.19,3888.81,2022-12-01,Yes
P04456,SUP0077,Electronics,Smartphones,Motorola,Motorola Smartphones Pro,187604,151135.14,36468.86,2018-10-06,Yes
P04457,SUP0009,Electronics,Televisions,Sony,Sony Televisions Standard,3499,3105.71,393.29,2023-02-22,Yes
P04458,SUP0037,Fashion,Footwear,Adidas,Adidas Footwear Standard,5840,2472.32,3367.68,2021-07-13,Yes
P04459,SUP0061,Electronics,Televisions,TCL,TCL Televisions Plus,81273,69559.03,11713.97,2024-10-15,Yes
P04460,SUP0043,Grocery,Rice,India Gate,India Gate Rice Pro,82,76.63,5.37,2021-03-28,Yes
P04461,SUP0015,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,1423,1300.45,122.55,2026-01-30,Yes
P04462,SUP0070,Grocery,Beverages,Fanta,Fanta Beverages Plus,169,143.8,25.2,2024-06-07,Yes
P04463,SUP0008,Electronics,Smartphones,Apple,Apple Smartphones Pro,183093,155266.28,27826.72,2025-11-16,Yes
P04464,SUP0022,Fashion,Women's Wear,H&M,H&M Women's Wear Premium,11464,7605.89,3858.11,2022-04-19,Yes
P04465,SUP0077,Electronics,Smartphones,Samsung,Samsung Smartphones Elite,194277,170176.6,24100.4,2024-04-02,Yes
P04466,SUP0041,Fashion,Women's Wear,Zara,Zara Women's Wear Pro,1579,992.93,586.07,2021-11-21,Yes
P04467,SUP0062,Electronics,Smartphones,Apple,Apple Smartphones Max,165709,136057.19,29651.81,2018-08-02,Yes
P04468,SUP0004,Electronics,Smartphones,Apple,Apple Smartphones Premium,156856,125970.14,30885.86,2024-12-31,Yes
P04469,SUP0024,Grocery,Rice,India Gate,India Gate Rice Max,832,784.7,47.3,2023-01-08,Yes
P04470,SUP0047,Electronics,Laptops,Asus,Asus Laptops Elite,47797,39423.54,8373.46,2020-03-07,No
P04471,SUP0075,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Standard,12437,5308.58,7128.42,2022-06-14,Yes
P04472,SUP0014,Grocery,Beverages,Fanta,Fanta Beverages Standard,1604,1398.86,205.14,2022-12-07,Yes
P04473,SUP0027,Electronics,Laptops,Asus,Asus Laptops Premium,101490,84819.22,16670.78,2018-10-09,Yes
P04474,SUP0061,Electronics,Laptops,Lenovo,Lenovo Laptops Standard,81542,72553.88,8988.12,2023-03-02,Yes
P04475,SUP0009,Electronics,Laptops,HP,HP Laptops Elite,77372,64519.51,12852.49,2019-01-24,Yes
P04476,SUP0054,Fashion,Footwear,Bata,Bata Footwear Pro,2190,1144.88,1045.12,2023-03-25,Yes
P04477,SUP0007,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Plus,1489,1342.34,146.66,2022-10-30,Yes
P04478,SUP0028,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Max,482,430.62,51.38,2025-09-22,Yes
P04479,SUP0012,Electronics,Laptops,HP,HP Laptops Elite,105236,84821.52,20414.48,2025-10-13,Yes
P04480,SUP0045,Fashion,Women's Wear,Biba,Biba Women's Wear Pro,12530,8475.4,4054.6,2024-04-19,Yes
P04481,SUP0011,Grocery,Beverages,Sprite,Sprite Beverages Plus,249,227.03,21.97,2022-01-04,Yes
P04482,SUP0037,Fashion,Women's Wear,W,W Women's Wear Standard,2651,1067.31,1583.69,2022-03-19,Yes
P04483,SUP0029,Electronics,Televisions,TCL,TCL Televisions Plus,33389,28532.4,4856.6,2024-08-03,Yes
P04484,SUP0047,Electronics,Smartphones,OnePlus,OnePlus Smartphones Max,170396,137425.42,32970.58,2023-10-06,Yes
P04485,SUP0010,Grocery,Rice,India Gate,India Gate Rice Elite,67,60.35,6.65,2019-09-17,Yes
P04486,SUP0072,Electronics,Smartphones,Apple,Apple Smartphones Max,741,645.19,95.81,2024-09-30,Yes
P04487,SUP0077,Electronics,Smartphones,OnePlus,OnePlus Smartphones Standard,12044,10206.35,1837.65,2024-05-21,Yes
P04488,SUP0008,Electronics,Televisions,TCL,TCL Televisions Max,100418,84319.63,16098.37,2021-10-31,Yes
P04489,SUP0014,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,1392,1297.47,94.53,2021-07-26,Yes
P04490,SUP0063,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Plus,1833,1628.86,204.14,2020-09-19,Yes
P04491,SUP0068,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,1451,1242.5,208.5,2023-03-27,Yes
P04492,SUP0029,Electronics,Televisions,TCL,TCL Televisions Premium,181330,149384.38,31945.62,2024-09-27,Yes
P04493,SUP0061,Electronics,Televisions,Samsung,Samsung Televisions Plus,109903,95993.29,13909.71,2020-09-20,Yes
P04494,SUP0004,Electronics,Smartphones,Motorola,Motorola Smartphones Standard,136946,111694.45,25251.55,2021-12-31,Yes
P04495,SUP0047,Electronics,Laptops,Dell,Dell Laptops Max,29276,24098.7,5177.3,2019-11-27,Yes
P04496,SUP0014,Grocery,Beverages,Pepsi,Pepsi Beverages Pro,691,598.67,92.33,2020-01-24,Yes
P04497,SUP0026,Electronics,Smartphones,Motorola,Motorola Smartphones Max,7880,6532.66,1347.34,2023-06-24,Yes
P04498,SUP0030,Electronics,Smartphones,Google,Google Smartphones Max,183692,163949.81,19742.19,2023-05-13,Yes
P04499,SUP0036,Grocery,Beverages,Pepsi,Pepsi Beverages Elite,1264,1177.57,86.43,2023-11-13,Yes
P04500,SUP0004,Electronics,Laptops,Dell,Dell Laptops Max,148749,130699.39,18049.61,2019-06-14,Yes
P04501,SUP0028,Grocery,Rice,India Gate,India Gate Rice Plus,534,469.54,64.46,2020-05-25,Yes
P04502,SUP0070,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Plus,1410,1213.91,196.09,2021-10-10,Yes
P04503,SUP0054,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,3166,1461.6,1704.4,2020-12-22,Yes
P04504,SUP0072,Electronics,Smartphones,Motorola,Motorola Smartphones Premium,112619,98885.02,13733.98,2020-04-10,Yes
P04505,SUP0054,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,10272,5694.87,4577.13,2023-01-18,Yes
P04506,SUP0072,Electronics,Laptops,Acer,Acer Laptops Pro,66163,56928.46,9234.54,2026-03-17,Yes
P04507,SUP0075,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Premium,2780,1428.98,1351.02,2026-06-25,Yes
P04508,SUP0061,Electronics,Laptops,HP,HP Laptops Standard,53354,47591.9,5762.1,2025-05-14,Yes
P04509,SUP0080,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Premium,1276,1119.04,156.96,2024-10-13,Yes
P04510,SUP0076,Grocery,Beverages,7UP,7UP Beverages Elite,446,388.82,57.18,2025-09-30,No
P04511,SUP0061,Electronics,Laptops,HP,HP Laptops Premium,88766,77888.68,10877.32,2025-05-13,Yes
P04512,SUP0053,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Max,6434,4212.48,2221.52,2026-02-02,Yes
P04513,SUP0004,Electronics,Televisions,TCL,TCL Televisions Elite,166715,138593.25,28121.75,2023-01-12,Yes
P04514,SUP0013,Grocery,Rice,India Gate,India Gate Rice Plus,1870,1609.79,260.21,2022-01-30,Yes
P04515,SUP0013,Grocery,Beverages,Sprite,Sprite Beverages Max,839,779.18,59.82,2021-05-17,Yes
P04516,SUP0017,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,41194,35843.26,5350.74,2023-06-21,Yes
P04517,SUP0039,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,7945,4712.03,3232.97,2021-10-08,Yes
P04518,SUP0077,Electronics,Televisions,Samsung,Samsung Televisions Max,98639,84472.13,14166.87,2019-01-22,Yes
P04519,SUP0019,Grocery,Rice,Fortune,Fortune Rice Pro,571,487.12,83.88,2021-11-20,Yes
P04520,SUP0062,Electronics,Televisions,Samsung,Samsung Televisions Max,99847,86198.49,13648.51,2021-09-11,Yes
P04521,SUP0003,Electronics,Smartphones,Samsung,Samsung Smartphones Pro,8135,6609.55,1525.45,2025-01-18,Yes
P04522,SUP0017,Electronics,Smartphones,Samsung,Samsung Smartphones Premium,37599,31867.91,5731.09,2024-01-01,Yes
P04523,SUP0005,Fashion,Men's Wear,US Polo,US Polo Men's Wear Plus,11857,6676.79,5180.21,2022-08-02,Yes
P04524,SUP0047,Electronics,Laptops,Dell,Dell Laptops Max,155224,126395.42,28828.58,2022-09-28,Yes
P04525,SUP0070,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Standard,1763,1617.21,145.79,2019-04-28,Yes
P04526,SUP0027,Electronics,Televisions,Sony,Sony Televisions Standard,40740,35006.5,5733.5,2024-02-22,Yes
P04527,SUP0066,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Standard,6465,3551.52,2913.48,2025-08-15,Yes
P04528,SUP0057,Fashion,Women's Wear,W,W Women's Wear Premium,1271,771.51,499.49,2022-12-24,Yes
P04529,SUP0038,Grocery,Rice,India Gate,India Gate Rice Standard,799,693.02,105.98,2022-11-04,Yes
P04530,SUP0034,Electronics,Televisions,TCL,TCL Televisions Standard,124718,106505.79,18212.21,2021-04-15,Yes
P04531,SUP0017,Electronics,Televisions,Sony,Sony Televisions Elite,139158,115137.5,24020.5,2021-06-09,Yes
P04532,SUP0066,Fashion,Footwear,Puma,Puma Footwear Premium,14697,8771.87,5925.13,2019-01-13,Yes
P04533,SUP0009,Electronics,Smartphones,Google,Google Smartphones Max,131759,109020.01,22738.99,2022-03-08,Yes
P04534,SUP0011,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Standard,1484,1312.74,171.26,2019-11-29,Yes
P04535,SUP0007,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,1301,1168.08,132.92,2026-07-19,Yes
P04536,SUP0071,Fashion,Women's Wear,Biba,Biba Women's Wear Pro,8322,5011.66,3310.34,2023-01-27,Yes
P04537,SUP0066,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Pro,6781,4375.42,2405.58,2019-01-27,Yes
P04538,SUP0068,Grocery,Rice,Fortune,Fortune Rice Plus,321,304.32,16.68,2021-05-15,Yes
P04539,SUP0032,Electronics,Smartphones,Samsung,Samsung Smartphones Premium,111013,99318.02,11694.98,2018-08-14,Yes
P04540,SUP0053,Fashion,Footwear,Adidas,Adidas Footwear Standard,11483,7865.51,3617.49,2021-11-28,Yes
P04541,SUP0058,Fashion,Footwear,Puma,Puma Footwear Pro,11761,6923.18,4837.82,2023-10-02,Yes
P04542,SUP0031,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Max,1861,1725.92,135.08,2020-06-21,Yes
